"code","group","desc"
"22151","C0851163","DISO","Suicide or suicide attempt"
"22152","C1564702","CHEM","Agon"
"22153","C0011609","DISO","Drug Eruptions"
"22154","C0036939","DISO","Shared Paranoid Disorder"
"22155","C0876180","CHEM","Tequin"
"22156","C1841700","DISO","AIDP"
"22157","C0005934","CHEM","Bone Cements"
"22158","C0033889","PROC","Psychodrama"
"22159","C0700572","DISO","Reduced mobility"
"22160","C0030508","DISO","Parasomnia"
"22161","C0429753","DISO","Alveolar volume"
"22162","C0618884","CHEM","IS 23"
"22163","C0221279","DISO","Burr cell"
"22164","C0393107","PROC","Other therapeutic procedure"
"22165","C0747973","PROC","Elective procedure"
"22166","C0015802","DISO","Femoral Fractures"
"22167","C0040238","CHEM","Tin"
"22168","C0681394","ACTI","misconduct"
"22169","Other lab:1000017235","Other lab","baso"
"22170","Other lab:1000059268","Other lab","barbiturates (bar)"
"22171","C0202757","PROC","Radiographic procedure on neck"
"22172","C0425168","DISO","Relationship problems (finding)"
"22173","C0966831","CHEM","FCGR3B protein, human"
"22174","C2740010","CHEM","INK"
"22175","C0040799","DISO","Traumatic subcutaneous emphysema"
"22176","C1315072","PROC","Serology (antibodies and most antigens except blood bank and infectious agents)"
"22177","C1548479","CHEM","Hep C"
"22178","C1709310","CHEM","Zydis"
"22179","C0276434","DISO","Acute type A viral hepatitis"
"22180","C0399623","PROC","Intraoperative colonoscopy"
"22181","C0427083","DISO","Control of movement"
"22182","C0679474","DISO","loss of interest in activities"
"22183","C2239291","PROC","sugars (lab test)"
"22184","C0262573","DISO","Strain of neck muscle"
"22185","C0522035","DISO","Edema of the upper extremity"
"22186","C1293115","PROC","Percutaneous aspiration"
"22187","Other lab:1000023344","Other lab","mchc (4-1-10)"
"22188","C0242676","DISO","Positive-Pressure Respiration, Intrinsic"
"22189","C0235896","DISO","Pulmonary Infiltrate"
"22190","C0265449","DISO","Pallister-Killian syndrome"
"22191","C0039751","ACTI","Theft"
"22192","C0876218","CHEM","Xopenex"
"22193","C0242089","PHEN","Serology positive"
"22194","C0597357","CHEM","receptor"
"22195","C1135868","DISO","Gestational Trophoblastic Neoplasms"
"22196","Other lab:1000015525","Other lab","mo% (fs)*inact(10/1/2020)"
"22197","Other lab:1000035540","Other lab","hbco"
"22198","C0011685","CHEM","Desipramine"
"22199","C0278292","PROC","Application of dressing, sterile"
"22200","C2114713","DISO","procedure start time:"
"22201","Other lab:1000125738","Other lab","urine creat (screen)"
"22202","C1170730","CHEM","Wake Ups"
"22203","Other lab:1200022238","Other lab","plt (estm)"
"22204","C1384593","PROC","Digital Rectal Examination"
"22205","C0001964","CHEM","1-Propanol"
"22206","C0436144","PROC","CNS examination"
"22207","C1262620","PHYS","Negative attitude"
"22208","C1293130","PROC","Stabilization"
"22209","Other lab:1000014540","Other lab","uibc (reflex)"
"22210","C0158784","DISO","Accessory skeletal muscle"
"22211","C0406089","DISO","Cellulitis and abscess of foot excluding toe"
"22212","C0722969","CHEM","R & C"
"22213","C1272329","DISO","Bright red color (finding)"
"22214","C0067044","CHEM","Mylanta"
"22215","C0239589","DISO","Pain in finger"
"22216","C0241688","DISO","Peripheral visual field loss"
"22217","C0396850","PROC","Mitral Valve Annuloplasty"
"22218","Other lab:800057645","Other lab","band neutrophils"
"22219","Other lab:800028266","Other lab","urine protein"
"22220","C0373670","PROC","Lipase measurement"
"22221","C0752310","CHEM","Dexmedetomidine Hydrochloride"
"22222","C0424376","DISO","Cutting self"
"22223","C0441636","PROC","Surgical shortening - action"
"22224","C1167958","DISO","Jugular vein distension"
"22225","Other lab:1200036932","Other lab","ur.wbc clumps"
"22226","C0033023","ACTI","Prejudice"
"22227","C0155304","DISO","Other disorders of optic nerve"
"22228","C0238807","DISO","Bone tenderness"
"22229","C0240889","DISO","RELIEVED WITH REST"
"22230","C0589138","PHYS","Conceptualization"
"22231","Other lab:800070502","Other lab","urine blood"
"22232","C2015891","DISO","outcomes: general quality of life"
"22233","C0012789","CHEM","Dithiothreitol"
"22234","C0443146","DISO","Autoimmune reaction"
"22235","C1448598","CHEM","SKIL protein, human"
"22236","Other lab:1200075337","Other lab","slide scan"
"22237","Other lab:1200028288","Other lab","ana(prior to 11.1.10)"
"22238","C0040732","PROC","Transplantation"
"22239","C0421203","DISO","Home oxygen supply"
"22240","C0936148","CHEM","posaconazole"
"22241","C1264124","DISO","Pelvic lymphadenopathy"
"22242","C0001678","DISO","Adult maltreatment syndrome"
"22243","C0015845","CHEM","Sublimaze"
"22244","C0264088","DISO","Juvenile osteochondrosis of head of humerus"
"22245","C0558226","PHYS","Positive thoughts"
"22246","Other lab:1400066956","Other lab","tibc"
"22247","Other lab:1000006909","Other lab","urobilinogen"
"22248","C0874161","CHEM","Oseltamivir"
"22249","Other lab:1000002420","Other lab","transferrin*ne"
"22250","C0556994","DISO","Lucid"
"22251","C0591267","CHEM","Clinoril"
"22252","C0231660","PROC","Elbow flexion test"
"22253","C0425661","DISO","Prominent veins"
"22254","Other lab:1000055740","Other lab","poc ur glucose"
"22255","C0010036","DISO","Corneal dystrophy"
"22256","C0279482","PROC","Bleomycin/Prednisone/Vincristine regimen (BOP)"
"22257","C0424670","DISO","Weight for height"
"22258","C0680458","ACTI","Recidivism"
"22259","C1271219","DISO","Congenital ectopic pupil"
"22260","C0271053","DISO","Cotton wool spots"
"22261","C1266864","ACTI","Eating habit"
"22262","C1513362","CHEM","Mixed-Backbone Oligonucleotide"
"22263","C1700247","DISO","Renal scarring"
"22264","C0426642","DISO","Frequency of bowel action"
"22265","C2127179","DISO","right breast symptoms"
"22266","C0006055","CHEM","Botulinum Toxins"
"22267","C0700003","CHEM","Lopid"
"22268","C1836321","DISO","Normal patella"
"22269","C0263537","DISO","Onychogryposis"
"22270","C0521870","DISO","Psychologically abused spouse"
"22271","C0723005","CHEM","Regranex"
"22272","C0241164","DISO","Skin tenderness"
"22273","Other lab:800230595","Other lab","norfentanyl"
"22274","C0062030","CHEM","H 142"
"22275","C0853813","DISO","Local reaction"
"22276","Other lab:1200040517","Other lab","urine chloride"
"22277","Other lab:1000001873","Other lab","urobilinogen"
"22278","C0007114","DISO","Malignant neoplasm of skin"
"22279","C0151994","DISO","Enlarged uterus"
"22280","C0203969","PROC","Gait evaluation"
"22281","C0795649","CHEM","OAT BRAN"
"22282","Other lab:1000040454","Other lab","protein,total"
"22283","C0153601","DISO","Malignant neoplasm of penis"
"22284","C1268865","CHEM","Prokinetic Agent"
"22285","Other lab:1400079067","Other lab","wbc clumps"
"22286","C1840552","CHEM","PB Protein"
"22287","Other lab:1200103217","Other lab","polychromasia"
"22288","C0419358","PROC","Exploration with a probe"
"22289","C0154843","DISO","Retinal venous engorgement"
"22290","C0264313","DISO","Leukoplakia of vocal cords"
"22291","C0723893","CHEM","Tricor"
"22292","Other lab:800053397","Other lab","vitamin d,25-oh,d3"
"22293","C0497219","DISO","Hearing complaint"
"22294","C0655435","CHEM","BP 16"
"22295","C0231752","PROC","Lachman test response (observable entity)"
"22296","Other lab:1000055889","Other lab","ur crystals"
"22297","C0428999","DISO","Ventricular trigeminy"
"22298","C0054947","CHEM","CD22 antigen"
"22299","C0231833","DISO","Respiratory rate normal"
"22300","C0005525","CHEM","Biological Response Modifiers"
"22301","C0198457","PROC","Repair of diaphragmatic hernia"
"22302","Other lab:1200029108","Other lab","leuk est (dc'd 7/24/07)"
"22303","C0253959","CHEM","perinal"
"22304","Other lab:1000031673","Other lab","volume"
"22305","Other lab:1000015348","Other lab","granular casts"
"22306","C0043092","DISO","Wegeners granulomatosis"
"22307","C0034798","CHEM","Dopamine Receptor"
"22308","C1881714","PHEN","Medical Device Material Split"
"22309","C0718667","CHEM","Arthritis Pain (pharmacologic preparation)"
"22310","C0702059","CHEM","Viokase"
"22311","C0041365","CHEM","Tumor Markers"
"22312","C0065767","CHEM","calcipotriene"
"22313","C1706068","CHEM","Suture Dosage Form"
"22314","C0264115","DISO","Drug-induced osteoporosis"
"22315","C0041119","CHEM","Tritium"
"22316","C0155840","DISO","Hypertrophy of nasal turbinates"
"22317","C0233585","DISO","Foot tapping"
"22318","C0303383","CHEM","Calcium-45"
"22319","C1168023","PROC","Gastric pH"
"22320","C1535922","PROC","Procalcitonin measurement"
"22321","Other lab:1400056868","Other lab","actual bicarb"
"22322","C0398221","PROC","Arteriovenous fistulization"
"22323","C0559593","DISO","Convenience food intake"
"22324","C1546419","DISO","Ambulatory Status - Oxygen therapy"
"22325","Other lab:1200022218","Other lab","uric acid"
"22326","Other lab:1000038032","Other lab","cocaine(urine)"
"22327","C0718889","CHEM","topical benadryl"
"22328","C0066650","CHEM","ML 23"
"22329","C0398345","PROC","Arterial perfusion"
"22330","C0912983","CHEM","ATR protein kinase"
"22331","Other lab:1000033112","Other lab","urine protein"
"22332","RXNORM:324044","RXNORM","desogestrel/ethinyl estradiol"
"22333","Other lab:1400078431","Other lab","t-uptake %"
"22334","C1330526","CHEM","Secura"
"22335","C0723148","CHEM","Roxicet"
"22336","C0742002","DISO","CATARACT OU"
"22337","C0268314","DISO","Cholestasis-edema syndrome, Norwegian type"
"22338","Other lab:800024149","Other lab","ob date #2"
"22339","Other lab:1400035389","Other lab","barometric pressure"
"22340","C0699829","PROC","Renal clearance diagnostic test"
"22341","C1392499","DISO","cholesterolemia"
"22342","C0086648","DISO","MPS III B"
"22343","C0011522","CHEM","Deoxyribonucleases"
"22344","C0266909","DISO","Periapical abscess with sinus"
"22345","C0340643","DISO","Dissection of aorta"
"22346","C0108779","CHEM","CD3 Antigens"
"22347","C0086258","PROC","Estrogen Replacements"
"22348","C0699072","CHEM","Vancenase"
"22349","C0008797","PROC","Cineradiography"
"22350","C0027441","DISO","Nasopharyngitis"
"22351","C0369025","CHEM","Complement CH50"
"22352","C0078888","DISO","Accelerated Idioventricular Rhythm"
"22353","C0236065","DISO","Edema of mouth"
"22354","C0333957","DISO","Growth acceleration"
"22355","C0077973","PROC","VAD I protocol"
"22356","C0387837","CHEM","orange B"
"22357","C0870535","PROC","Eye Movement Desensitization Reprocessing"
"22358","C0474298","DISO","Up-to-date with immunizations"
"22359","C0003376","CHEM","Antimetabolites"
"22360","C0424235","DISO","Fidgeting"
"22361","C0560872","DISO","Does straighten up"
"22362","C0679395","DISO","vascular ischemia"
"22363","C0085232","DISO","Zenker Diverticulum"
"22364","C0369797","CHEM","Parietal cell antibody"
"22365","C0542380","PROC","Direct current cardioversion"
"22366","C1522684","PROC","Laser-Induced Fluorescence Endoscopy"
"22367","C2241888","CHEM","TriCare"
"22368","C0161816","DISO","Cardiac complication"
"22369","C0272910","DISO","Strain of thoracic region"
"22370","C1259827","CHEM","monoclonal antibody TriGem"
"22371","C0241252","DISO","light stool"
"22372","C0682295","DISO","Full-time employment (finding)"
"22373","C2097386","PROC","allergy testing mouse"
"22374","C0127575","CHEM","Sodium Borocaptate"
"22375","C0426983","DISO","Unable to protrude tongue"
"22376","C0939493","CHEM","Tears Naturale Forte"
"22377","C0128513","CHEM","Milrinone"
"22378","C0683461","PROC","Rod-and-Frame Test"
"22379","C1321876","PROC","Human immunodeficiency virus test"
"22380","Other lab:1200143376","Other lab","ur red blood cell"
"22381","C0235706","DISO","Back distress"
"22382","C0677049","DISO","Does suck"
"22383","C0729410","CHEM","Lacrimogenic gas"
"22384","C0419749","PROC","Diptheria-tetanus double vaccination"
"22385","C0586407","DISO","Skin symptom"
"22386","C0279222","PROC","prednisone/procarbazine/vincristine protocol"
"22387","C0472438","PROC","Celiac plexus block"
"22388","C0271744","DISO","Adrenal medullary insufficiency"
"22389","Other lab:1200067376","Other lab","hepatitis c antibody"
"22390","Other lab:1200045537","Other lab","occult blood  #1"
"22391","C0558489","DISO","Renal pain"
"22392","C0867869","DISO","Lack of care"
"22393","C0262426","DISO","coccidiomycosis"
"22394","C1531592","CHEM","Antidementia agent"
"22395","C2700390","PROC","COPING - Dental Restorative Procedure"
"22396","C0238427","DISO","small bowel bacterial overgrowth"
"22397","C0022581","DISO","Acquired keratoderma"
"22398","C0010701","DISO","Phyllodes Tumor"
"22399","C1293899","PROC","Leg up"
"22400","C0745020","DISO","HOLTER MONITOR RESULT"
"22401","C1963578","PROC","Release (procedure)"
"22402","C0241414","DISO","TOE CLUBBING"
"22403","Other lab:1400073329","Other lab","uric acid-cp"
"22404","Other lab:1000017248","Other lab","uric acid"
"22405","C3210511","CHEM","Budesonide / formoterol Inhalant Product"
"22406","C0037887","DISO","Sphenopalatine Neuralgia"
"22407","Other lab:1200038571","Other lab","retic count %"
"22408","Other lab:1200033135","Other lab","urine blood"
"22409","C0008311","DISO","Cholangitis"
"22410","C0000919","ACTI","Accident Proneness"
"22411","C0039600","CHEM","Testolactone"
"22412","C1102449","CHEM","Succinylcholine 20 MG/ML"
"22413","C0678255","DISO","polydrug use"
"22414","C0027720","DISO","Nephrosis"
"22415","C0577920","DISO","Effective cough"
"22416","C0749922","PROC","URINALYSIS PENDING"
"22417","C0771929","CHEM","pantoprazole (as pantoprazole sodium sesquihydrate)"
"22418","C0347572","DISO","Open wound of ankle"
"22419","C0012403","CHEM","Dimethyl Sulfoxide"
"22420","C0940339","DISO","Normal duodenum (diagnosis)"
"22421","C0154158","DISO","Other postablative hypothyroidism"
"22422","C0679168","ACTI","Indecisiveness"
"22423","C0771908","CHEM","Cypress extract"
"22424","C0009377","DISO","Colonic Pseudo-Obstruction"
"22425","C0270777","DISO","Edema of spinal cord"
"22426","C0032310","DISO","Pneumonia, Viral"
"22427","C0563201","PHYS","Has imaginary friend"
"22428","C0587579","PROC","Dermatology service"
"22429","C0029376","DISO","Juvenile osteochondrosis of tibial tubercle"
"22430","Other lab:800080184","Other lab","performed at"
"22431","Other lab:1000017421","Other lab","protein,urine (microalbumin panel)"
"22432","C0028351","CHEM","Norepinephrine"
"22433","C0455769","DISO","Increased energy"
"22434","C0018813","DISO","Myocardial rupture"
"22435","C2029675","DISO","head flexed"
"22436","C0240987","DISO","SEBACEOUS GLAND HYPERPLASIA"
"22437","C0915342","PROC","Folfox protocol"
"22438","C0565676","DISO","Difficulty lifting"
"22439","C0161398","DISO","Optic Nerve Injuries"
"22440","C0019328","PROC","Herniorrhaphy"
"22441","C0263122","DISO","Abscess of knee"
"22442","C0041341","DISO","Tuberous Sclerosis"
"22443","C0264679","DISO","Nocturnal angina"
"22444","Other lab:1400035828","Other lab","nucleated rbc"
"22445","C0278259","PROC","Local excision"
"22446","C0948094","DISO","Laziness"
"22447","C0238157","DISO","Benign hematuria"
"22448","C0741396","DISO","back pain mid back"
"22449","C0340030","DISO","Pleural plaque"
"22450","C0858277","DISO","angina symptom"
"22451","C0721431","CHEM","Lortab ASA"
"22452","C0600106","DISO","Elbow fracture"
"22453","C0939869","CHEM","rosemary extract"
"22454","C0001819","DISO","Agoraphobia without history of panic disorder"
"22455","C0233505","DISO","Mood insomnia"
"22456","C0031253","CHEM","Pesticides"
"22457","C0035435","DISO","Rheumatism"
"22458","C0964782","CHEM","lysozyme, chicken egg white"
"22459","C0149718","DISO","INTERNAL DERANGEMENT OF HIP"
"22460","Other lab:800063195","Other lab","at- pco2(t)"
"22461","C0012503","CHEM","Dioxins"
"22462","C0733815","CHEM","Levophed"
"22463","C0267834","DISO","Liver cyst"
"22464","Other lab:1200089110","Other lab","occult blood #3"
"22465","C0948151","PROC","White blood cell scan"
"22466","C0150359","PROC","Substance use therapy"
"22467","C0238522","DISO","Roger's disease"
"22468","C0795650","CHEM","Pantoprazole sodium"
"22469","C0744714","DISO","Heel pain syndrome of hoof"
"22470","C0152183","DISO","Explosive personality disorder"
"22471","C0032720","PROC","Surgical Portosystemic Shunt"
"22472","C0004771","DISO","Bartonella Infections"
"22473","C0078844","CHEM","zonisamide"
"22474","C0376560","CHEM","Recombinant Growth Hormone"
"22475","C0001239","CHEM","Actin-Binding Protein"
"22476","C0019269","DISO","Hermaphroditism"
"22477","Other lab:800081931","Other lab","normocytic"
"22478","C0008838","CHEM","Cisplatin"
"22479","C0723986","CHEM","Tussin"
"22480","C0246012","CHEM","simvastatin acid"
"22481","C0429809","DISO","Maximum cystometric capacity"
"22482","C0030946","CHEM","Endopeptidases"
"22483","C0027481","CHEM","Atrial Natriuretic Factor"
"22484","C0221143","DISO","Dyserythropoiesis"
"22485","Other lab:800087190","Other lab","normochromic/normocytic"
"22486","C0159553","DISO","Closed fracture lumbar vertebra"
"22487","C0741132","PHEN","Antibody test positive"
